,time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
244,1572269220,9362.57,9377.02,9361.0,9377.02,18.5,173249.14,force_direct,
245,1572269280,9362.47,9363.84,9352.01,9362.57,38.95,364394.31,force_direct,
246,1572269340,9353.88,9370.0,9350.72,9362.47,34.28,320896.19,force_direct,
247,1572269400,9345.89,9359.95,9341.43,9353.88,49.65,464287.82,force_direct,
248,1572269460,9335.81,9345.89,9327.25,9345.89,69.87,652432.24,force_direct,
249,1572269520,9342.35,9344.84,9335.81,9335.81,37.35,348904.28,force_direct,
250,1572269580,9357.12,9357.67,9338.31,9342.35,34.75,324938.13,force_direct,
251,1572269640,9351.75,9359.97,9349.48,9357.12,50.08,468496.0,force_direct,
252,1572269700,9340.0,9351.75,9336.42,9351.75,32.92,307616.52,force_direct,
253,1572269760,9331.05,9342.71,9330.0,9340.0,43.13,402689.77,force_direct,
254,1572269820,9333.66,9333.71,9317.02,9331.05,57.69,537955.38,force_direct,
255,1572269880,9345.72,9348.2,9331.26,9333.66,30.45,284472.29,force_direct,
256,1572269940,9333.95,9347.64,9331.47,9345.72,20.21,188821.96,force_direct,
257,1572270000,9343.18,9350.0,9330.16,9333.95,42.11,393328.26,force_direct,
258,1572270060,9349.66,9350.0,9343.13,9343.18,25.46,237951.73,force_direct,
259,1572270120,9356.14,9359.1,9345.51,9349.66,28.46,266228.27,force_direct,
260,1572270180,9359.1,9360.0,9354.34,9356.14,47.17,441447.44,force_direct,
261,1572270240,9364.06,9368.65,9359.06,9359.1,150.17,1405957.59,force_direct,
262,1572270300,9351.28,9366.87,9350.0,9364.06,36.71,343572.66,force_direct,
263,1572270360,9343.67,9351.28,9340.36,9351.28,30.39,284033.21,force_direct,
264,1572270420,9336.96,9348.23,9335.27,9343.67,36.15,337721.65,force_direct,
265,1572270480,9338.37,9342.93,9335.91,9336.96,20.43,190804.05,force_direct,
266,1572270540,9337.27,9339.9,9335.0,9338.37,16.75,156377.11,force_direct,
267,1572270600,9333.66,9340.0,9333.01,9337.27,33.53,313047.12,force_direct,
268,1572270660,9326.42,9337.99,9325.6,9333.66,30.0,279903.53,force_direct,
269,1572270720,9333.19,9335.49,9325.65,9326.42,14.35,133922.68,force_direct,
270,1572270780,9331.64,9339.97,9330.1,9333.19,34.68,323787.67,force_direct,
271,1572270840,9326.9,9332.94,9325.63,9331.64,17.89,166892.56,force_direct,
272,1572270900,9317.77,9331.0,9309.78,9326.9,54.13,504314.89,force_direct,
